date,open,high,low,close,volume,dividends,stock_splits,kd_k,kd_d,bias_5,bias_10,bias_20
2025-10-29,136.0,136.0500030517578,129.67999267578125,131.74000549316406,7593600,0.0,0.0,50.25,46.62,-3.56,-0.46,-4.41
2025-10-30,129.97000122070312,130.0,122.48999786376952,122.70999908447266,10751300,0.0,0.0,33.79,42.34,-9.22,-6.88,-10.08
2025-10-31,126.30999755859376,129.39999389648438,124.87999725341795,126.9800033569336,6616900,0.0,0.0,28.53,37.74,-3.92,-3.67,-6.31
2025-11-03,125.75,125.75,117.82599639892578,117.86000061035156,9050500,0.0,0.0,19.06,31.51,-7.26,-9.7,-12.05
2025-11-04,113.79000091552734,117.1999969482422,108.9000015258789,111.25,10279100,0.0,0.0,14.74,25.92,-8.89,-13.53,-15.8
2025-11-05,113.0999984741211,114.8499984741211,111.94000244140624,113.02999877929688,6050000,0.0,0.0,13.4,21.75,-4.51,-11.34,-13.22
2025-11-06,113.0500030517578,113.36000061035156,100.0,100.01000213623048,11702600,0.0,0.0,8.94,17.48,-12.14,-19.67,-21.7
2025-11-07,99.0,103.33000183105467,96.0999984741211,103.13999938964844,9524300,0.0,0.0,10.92,15.29,-5.43,-14.49,-18.3
2025-11-10,107.8000030517578,110.53500366210938,102.58000183105467,104.0999984741211,8568000,0.0,0.0,13.96,14.85,-2.08,-10.79,-16.43
2025-11-11,102.0500030517578,102.48999786376952,97.9499969482422,98.3000030517578,8745300,0.0,0.0,11.47,13.72,-5.22,-12.94,-19.93
2025-11-12,93.8499984741211,95.5199966430664,85.86000061035156,86.30000305175781,39011300,0.0,0.0,7.98,11.81,-12.27,-20.36,-28.3
2025-11-13,86.0199966430664,88.41999816894531,81.37999725341797,82.33999633789062,52219400,0.0,0.0,6.04,9.89,-13.18,-21.08,-30.25
2025-11-14,83.5,85.05000305175781,81.5,81.88999938964844,37549600,0.0,0.0,4.5,8.09,-9.6,-17.96,-29.3
2025-11-17,81.79000091552734,81.9000015258789,75.0999984741211,76.58999633789062,23753300,0.0,0.0,4.25,6.81,-9.98,-19.96,-32.29
2025-11-18,75.62000274658203,78.1500015258789,75.04299926757812,76.5999984741211,16437600,0.0,0.0,4.19,5.94,-5.13,-16.95,-30.65
2025-11-19,76.48999786376953,76.5999984741211,67.55000305175781,69.72000122070312,28886500,0.0,0.0,4.48,5.45,-9.96,-20.68,-35.26
2025-11-20,71.29000091552734,71.40499877929688,64.91999816894531,66.93000030517578,20369400,0.0,0.0,4.45,5.12,-9.97,-20.88,-35.98
2025-11-21,66.92500305175781,72.33000183105469,66.13999938964844,71.33000183105469,19456200,0.0,0.0,8.66,6.3,-1.25,-12.38,-29.38
2025-11-24,72.0,73.43000030517578,69.61000061035156,72.73999786376953,15679700,0.0,0.0,14.29,8.96,1.79,-7.07,-25.38
2025-11-25,69.13999938964844,70.11000061035156,68.052001953125,70.11000061035156,12630900,0.0,0.0,16.89,11.6,-0.08,-7.08,-25.56
2025-11-26,71.1500015258789,73.29000091552734,68.86000061035156,72.63999938964844,15840800,0.0,0.0,24.04,15.75,2.67,-1.96,-20.38
2025-11-28,75.30999755859375,81.4800033569336,74.0199966430664,79.93000030517578,22254900,0.0,0.0,45.49,25.66,8.97,8.24,-10.28
2025-12-01,77.48999786376953,79.83999633789062,75.2300033569336,75.94000244140625,18852700,0.0,0.0,52.51,34.61,2.25,3.67,-12.25
2025-12-02,78.4000015258789,80.7300033569336,77.18000030517578,77.44000244140625,16567100,0.0,0.0,60.21,43.15,2.96,5.59,-8.37
2025-12-03,78.38999938964844,86.58999633789062,75.97000122070312,86.29000091552734,21053700,0.0,0.0,73.01,53.1,10.0,16.13,3.63
2025-12-04,83.9800033569336,88.2699966430664,83.19999694824219,87.45999908447266,14235400,0.0,0.0,80.79,62.33,7.43,14.96,6.67
2025-12-05,86.08999633789062,86.66000366210938,83.13999938964844,85.62000274658203,10474100,0.0,0.0,82.82,69.16,3.72,9.84,5.35
2025-12-08,86.94499969482422,87.41000366210938,81.33999633789062,83.95999908447266,10024600,0.0,0.0,81.44,73.25,-0.23,5.99,4.54
2025-12-09,83.2300033569336,89.9800033569336,81.76000213623047,88.87999725341797,14570000,0.0,0.0,85.89,77.47,2.82,9.96,11.73
2025-12-10,87.33999633789062,89.55000305175781,85.05000305175781,88.41000366210938,9329300,0.0,0.0,87.32,80.75,1.78,6.96,11.83
2025-12-11,85.8499984741211,89.26000213623047,83.33000183105469,88.56999969482422,11154500,0.0,0.0,88.36,83.29,1.7,5.13,11.87
2025-12-12,89.52999877929688,91.3000030517578,82.02999877929688,83.47000122070312,13858000,0.0,0.0,75.21,80.59,-3.68,-1.34,5.36
2025-12-15,83.8499984741211,84.18000030517578,74.73400115966797,75.45999908447266,15025000,0.0,0.0,51.6,70.93,-11.18,-10.76,-4.37
2025-12-16,77.86000061035156,83.5,77.33000183105469,83.0,15029100,0.0,0.0,51.03,64.3,-0.93,-2.48,4.76
2025-12-17,82.87999725341797,85.73999786376953,79.08000183105469,79.19999694824219,10977800,0.0,0.0,43.01,57.2,-3.34,-6.16,-0.2
2025-12-18,82.73999786376953,84.47000122070312,80.08000183105469,80.98999786376953,10406200,0.0,0.0,41.26,51.89,0.7,-3.3,1.34
2025-12-19,82.43499755859375,86.30000305175781,82.43000030517578,86.12999725341797,13856900,0.0,0.0,50.44,51.4,6.39,2.77,6.49
2025-12-22,87.73999786376953,91.1999969482422,86.43000030517578,87.0,10721200,0.0,0.0,58.31,53.71,4.49,3.43,6.54
2025-12-23,84.80000305175781,85.56999969482422,81.0199966430664,82.7300033569336,9394700,0.0,0.0,54.96,54.12,-0.58,-0.92,0.69
2025-12-24,82.72000122070312,83.04499816894531,79.86000061035156,82.63999938964844,6401500,0.0,0.0,52.55,53.6,-1.5,-0.34,-0.18
2025-12-26,82.38999938964844,82.5,79.70999908447266,81.2699966430664,6140600,0.0,0.0,48.26,51.82,-3.2,-1.12,-2.34
2025-12-29,79.24500274658203,83.03600311279297,79.12300109863281,80.51000213623047,7400500,0.0,0.0,39.82,47.82,-2.8,-1.69,-3.29
2025-12-30,80.18000030517578,82.88999938964844,79.6500015258789,79.88999938964844,7561700,0.0,0.0,28.77,41.47,-1.86,-2.97,-4.26
2025-12-31,79.95999908447266,80.38999938964844,78.7699966430664,79.30000305175781,5754000,0.0,0.0,20.6,34.51,-1.76,-3.25,-5.07
2026-01-02,80.83999633789062,84.58000183105469,79.62000274658203,83.47000122070312,8382500,0.0,0.0,26.34,31.79,3.19,1.31,0.09
2026-01-05,84.57499694824219,88.05999755859375,84.0999984741211,84.80000305175781,9112400,0.0,0.0,33.73,32.44,3.93,2.45,1.84
2026-01-06,86.0,86.19999694824219,81.947998046875,84.8499984741211,7456700,0.0,0.0,44.3,36.39,2.9,2.67,1.95
2026-01-07,83.19000244140625,83.5999984741211,80.52999877929688,80.58999633789062,6610400,0.0,0.0,36.07,36.28,-2.44,-1.73,-2.97
2026-01-08,79.9000015258789,82.72000122070312,78.8499984741211,81.79000091552734,5375000,0.0,0.0,34.88,35.82,-1.58,-0.15,-1.1
2026-01-09,82.19999694824219,84.33000183105469,79.44999694824219,82.9000015258789,7686400,0.0,0.0,38.07,36.57,-0.1,1.18,0.57
2026-01-12,81.13999938964844,83.12000274658203,79.8499984741211,82.9000015258789,6863200,0.0,0.0,40.2,37.78,0.36,0.97,0.92
2026-01-13,83.23500061035156,84.27999877929688,80.29000091552734,83.45999908447266,8436100,0.0,0.0,43.63,39.73,1.37,1.29,1.6
2026-01-14,84.98999786376953,88.45999908447266,81.75,84.80000305175781,14373600,0.0,0.0,49.72,43.06,1.96,2.31,2.65
2026-01-15,83.47000122070312,83.79000091552734,76.11000061035156,76.5999984741211,16933700,0.0,0.0,34.47,40.2,-6.74,-7.28,-6.92
2026-01-16,76.73999786376953,80.0199966430664,75.58000183105469,78.61000061035156,9931600,0.0,0.0,30.82,37.07,-3.28,-4.29,-4.44
2026-01-20,75.69999694824219,77.47000122070312,72.62000274658203,72.69999694824219,12061500,0.0,0.0,20.72,31.62,-8.25,-10.16,-11.18
